aave-v3-arbitrum-usdc,aave-v3-base-usdc,aave-v3-ethereum-usdc,aave-v3-optimism-usdc,aave-v3-polygon-usdc,compound-v3-ethereum-usdc,compound-v3-arbitrum-usdc,compound-v3-polygon-usdc,chaser
6.92256605021794,4.767867448313093,6.959711392604026,8.26725842818849,6.870042126654862,6.0283362469824,5.5033708984704,7.038440085456,8.26725842818849
7.070261787641788,5.296574676996101,6.796423305158624,8.068304066316575,6.713112601468714,5.9659472189808,5.7535506001872,6.7165657790832,8.068304066316575
8.586244527382199,5.286924764564457,6.768787804411318,7.6453844019060355,6.574555014690594,6.0089862146544,5.8430459113344,6.694174408608,8.586244527382199
7.1127656202251925,5.661430230138066,6.761112152964553,7.62783971270525,6.644840085722134,6.0001442235072,6.0945755493744,6.6674673523008,7.62783971270525
10.100256988001552,5.988244426308048,6.771623007733424,8.17277688462848,6.6797247606761205,6.1254221061888,6.2661687753024,6.5679220950624,10.100256988001552
6.990117347799315,5.853549525898612,6.810499647898782,8.221039726353107,6.540423539680026,6.0853833194112,6.4900308840048,6.741334777896,8.221039726353107
7.188285599648982,5.5463393828913565,6.915497581211887,12.357669674189296,6.7187304549918565,6.0957060361344,6.3639859070448,8.1822183959088,12.357669674189296
7.157389631306358,6.480103511780671,6.5817449360928055,8.716354621035231,6.718262190801148,6.038544279888,6.3168220341072,6.5720587825584,8.716354621035231
8.310496319424061,6.111728092219901,7.398263764939749,8.648147918178463,6.50697724089364,6.07958828928,5.720514883632,6.7601199973104,8.648147918178463
7.8507790897993095,5.192644609242224,7.478068711169831,8.256588821378152,6.296053849260248,6.062335322112,5.856525141984,8.2152539137872,8.256588821378152
6.530992998665195,5.823144580207522,7.187628090549064,8.592778750572426,6.561124616602781,6.162536294784,6.0136992950832,6.1107021546912,8.592778750572426
6.803039858021678,5.365240144978429,7.116712676894607,7.958278031861815,7.069637433623627,6.2522540766432,6.00244941996,5.9893542977904,7.958278031861815
