aave-v3-arbitrum-usdc,aave-v3-base-usdc,aave-v3-ethereum-usdc,aave-v3-optimism-usdc,aave-v3-polygon-usdc,compound-v3-ethereum-usdc,compound-v3-arbitrum-usdc,compound-v3-polygon-usdc,chaser
4.787583334866683,2.723495033439284,5.245077729148677,4.483687926095142,9.201096349331051,4.4093204292096,7.6301393753664,8.737701390216,9.201096349331051
4.924448011057317,3.1935710167032094,4.84736809414316,10.332654284078854,7.359556558537033,4.370643240768,6.23881118808,5.8355390156688,10.332654284078854
5.550300136275178,2.9089287766208884,4.831666208953388,4.818593686395161,4.885512917798059,4.3694939837808,3.9682266368832,5.1304141314864,5.550300136275178
5.794861578252336,2.9491783959163973,4.742904455920055,4.901274016818844,8.917894297183615,4.2673807469088,4.0673563127136,5.4730687192416,8.917894297183615
4.51844947689214,2.782377523621678,4.754439221346505,11.336683227848287,18.52920401439748,31.8255163709904,5.8853322814464,11.2485497660352,31.8255163709904
5.828498032597494,3.144230043358883,4.778232491690097,28.182433931229838,10.662805292732397,22.2156459638928,5.7559738138128,7.067828310408,28.182433931229838
5.44907225810875,3.8589779452126685,6.697309939657655,15.365651404689878,10.599946036526639,9.1203633517392,7.441301369016,6.6983979557088,15.365651404689878
6.323241784301381,2.992532299860385,7.013175139203597,5.010025733370297,8.587041051927205,7.7703035808672,8.144236223064,5.8045931330688,8.587041051927205
8.456503029736222,3.0000560139562964,9.648620243810354,6.804753683930933,12.28375210877743,14.910411923928,6.1093601149824,10.7013599765568,14.910411923928
6.596225152259066,3.727290995436208,9.737169043925055,4.885299351321731,6.859832042609511,5.1315359899968,4.0676722939728,7.637303238192,9.737169043925055
8.99640452593343,3.65542611629804,9.739777272621616,4.786115204012682,5.084956620676221,8.358599202912,6.131569756104,5.1062268299616,9.739777272621616
5.795734155901548,2.2353204136423646,9.508760868433567,13.556250354143259,5.754184912450893,7.2440915827392,4.0382191458576,10.100221901928,13.556250354143259
5.749967845030467,2.4105215048281865,9.375981785066179,4.818680669801348,13.74925273988363,9.2203288514064,11.8970347580064,9.2010387690144,13.74925273988363
8.417966451549573,2.5416165025583677,6.414752278471102,10.012774086428525,4.8696794440105755,6.6843481631328,6.6369902208048,9.9266690415744,10.012774086428525
8.075712799272061,1.9597413619891204,8.206052916793373,4.745677039747256,13.355091991024615,8.4967099985376,3.9757519211904,9.3907743687648,13.355091991024615
4.712259780437067,3.223567990432329,7.648991577207671,13.472709415814618,14.068161223252725,7.2943697744352,4.0272131543904,8.5104339043968,14.068161223252725
11.388018865376896,3.8502580340198236,6.299416694913278,10.20436496850059,10.815207478850468,8.592915656448,5.8086666854928,9.4302554823792,11.388018865376896
8.470132808704411,4.277545705657625,11.086192715166215,13.747730267280774,4.806067810465866,8.3866927552272,9.724340423232,11.2637741137776,13.747730267280774
6.547827675589556,4.839465176032827,7.334214247076464,4.794032682634421,5.147196118392203,10.4083628511024,8.5283398402128,12.7052579754,12.7052579754
7.164895595321551,4.4037127243482,6.515016140959967,8.381786022672372,16.420350263367226,18.5314241449728,9.2042376799392,12.7973453470704,18.5314241449728
21.819517993081508,17.131210177430553,7.042421363072552,12.585672949155157,4.9100020214104685,10.871984091744,7.2567643211856,4.8419154619056,21.819517993081508
6.922858342746292,4.844347469514763,9.41102472042909,4.889228063903639,12.359815224829855,9.7033958897472,7.2336206909664,10.4078356858656,12.359815224829855
10.918212243279024,4.853650558702789,6.480499927997791,9.637141355948275,4.898026375427755,10.001007611856,7.6354537369392,7.3876785101568,10.918212243279024
11.966420438994936,4.642444752678252,7.557216906013965,4.804257243406176,4.908291643214459,4.7377942679952,7.1375924577456,5.530544589816,11.966420438994936
12.835581361063507,4.643716066554462,9.161847569420654,5.708730887882719,7.972049465255303,11.2441785673824,5.087300354496,4.0409569184688,12.835581361063507
6.95106964817808,4.144780107251828,10.017358658616283,4.756415950357398,4.75906410153012,8.8811874655056,7.2368979877728,12.3529904832096,12.3529904832096
13.580490022663923,4.683961076535555,8.287146492592854,5.801643411460425,4.817487584362699,6.7017928817952,7.734109817736,12.7590218664048,13.580490022663923
4.317033729526546,4.764518650155198,18.9753508428938,12.272746047112822,13.647483686677534,14.1396374920896,7.91839111176,10.7417765267712,18.9753508428938
4.93284059886845,4.654021034266975,11.51811690132282,4.864951934469417,13.545900507282624,14.7959371363968,13.9697128579968,11.2046818087584,14.7959371363968
19.204257413891682,4.014778225685607,6.09245119758837,15.086988270403154,16.220407936739434,10.5380873917776,15.2757987831648,11.707827607008,19.204257413891682
18.080565963391436,3.4542116111047947,12.80281830359874,10.006726096700222,18.778183531307846,20.2669852905072,15.6825420537168,14.3522213464224,20.2669852905072
17.344945155918605,3.7861653731008627,12.767382165532846,16.045863587541714,16.79694434691223,15.738672907584,15.8634066901968,13.5475325546112,17.344945155918605
13.697674427042642,4.142190932796254,10.685878367744976,17.282188519820433,14.07315333254967,15.469619912712,13.9068397429344,13.8542627597472,17.282188519820433
10.89201250320063,4.843628977259496,7.541218240345245,14.101550154455833,6.697858132758174,9.1084915330848,11.6386013629152,12.051051318648,14.101550154455833
14.270589219378078,8.016584808148954,12.152399884579182,13.763500228027448,19.97741540372262,10.2880284035616,18.0144103150368,13.8134725047792,19.97741540372262
16.428448395842615,12.054408050006598,9.130400561336648,14.263639513594875,6.872833222656819,8.8847722509264,20.7775199388672,13.941030131208,20.7775199388672
10.66090477824303,10.830994902130485,4.755160782604313,4.348928100510795,17.272489341369916,11.6448550747056,15.4819379815344,15.3138309311088,17.272489341369916
8.431712703293108,7.614632842034588,7.94330727548304,17.741690755912288,16.389688605089567,11.4789839046048,12.2912065616688,13.0826008607184,17.741690755912288
14.901084147658908,12.836439866206723,12.845016915039935,4.797966626022655,19.836453724658746,13.609661306544,14.9889171724416,16.9779596749056,19.836453724658746
13.01803634532872,15.114321289107028,13.626732400606631,18.844400250899707,11.338041495215812,18.1271065541616,17.15283279936,19.7958678259824,19.7958678259824
15.279027826461556,15.038460892583583,18.727714725590886,8.255159800501055,4.816516025825926,12.3161599388592,13.7793418078464,21.0908330506368,21.0908330506368
14.837267319179395,3.867728021749342,13.119047631815462,4.874270984495102,14.855262148551951,19.892658577608,10.4650510312368,19.065327385608,19.892658577608
15.65020540088008,8.73155368560888,18.29179548958608,15.615019584010348,19.079460263090283,17.294056116192,13.8239547842016,25.854368547096,25.854368547096
11.604161807272028,4.593434336107257,5.784946590012546,11.888644671879408,18.701853774109637,9.5416558631136,14.8855807581984,13.5210920342688,18.701853774109637
9.30342686554916,4.709160390974485,7.000906608234452,7.894331081594945,13.64005175709694,9.5832352307952,12.8890043747136,17.549309052072,17.549309052072
14.566769067224602,20.93352221438763,15.742467686675656,9.858346875700889,28.772258561065886,13.7251695319488,5.0890283822304,17.7429912813072,28.772258561065886
9.604987946999028,4.808146042773879,10.426802307343564,4.909791076600161,12.397615673156887,12.4114458808656,7.31800905912,11.7933832202832,12.4114458808656
11.698667460307727,6.122995800103705,6.620528601539314,5.032889381058476,12.940071140525312,14.0930372841552,11.3024743550352,12.4084026095616,14.0930372841552
11.861347797239784,18.96517026351495,4.788001617203622,16.255674670660575,15.137009274735709,14.5025367884928,5.1039840558672,13.2226650939456,18.96517026351495
10.18006386368817,4.815633701599492,7.364072958365437,20.418388824201426,11.932689146534335,11.7877227889536,4.4562770980128,11.818337430024,20.418388824201426
8.18541641932968,4.80334231506161,5.0546968200975755,6.679682533372831,7.487531839376675,6.7417343610912,4.268200326552,9.555788529144,9.555788529144
4.526468270673089,5.443268550762459,8.994013939543514,4.881000209419926,4.890083281020294,8.6430161238624,4.3025498360208,7.5982696204176,8.994013939543514
21.528942002193553,2.5798727306397025,8.375805876856141,11.020569862947518,8.916113899806948,13.2259756391568,4.2700478820336,14.2721828459712,21.528942002193553
7.66339017103734,11.182625854167794,14.910954889854784,14.942231559191857,4.851595529772002,15.9003491936544,4.2271617224304,14.7269340347328,15.9003491936544
20.57232853653904,8.295011864658463,10.154956788942078,11.872858388726641,11.37815009857598,7.2886260344544,4.1942165772672,8.8356900935664,20.57232853653904
15.920089719725741,4.464953467419883,12.819744055768446,13.524866891820372,10.958005049451273,10.4929036895088,4.1855211055296,16.8820538644368,16.8820538644368
11.94686777928694,4.008038783891581,7.556230357684638,5.9404889048445275,15.391444406872113,8.1962372390544,5.7667654677024,14.3716623758784,15.391444406872113
7.085329956513694,4.345966656621806,14.965487704040216,8.025205870192766,11.786565413403844,14.7928066018272,6.368146347456,8.6974456483728,14.965487704040216
12.626867157979781,4.569292116052427,18.501572259377202,11.49209866556116,13.293101976044555,15.391216118664,6.5868795987984,11.612391266664,18.501572259377202
11.09428276250155,8.37203538223066,4.695255215065629,8.694703159142119,14.24357437418047,6.7244721065712,9.2912741922384,13.6634690578176,14.24357437418047
9.81935296199432,6.710518729690532,9.395979377786635,11.821397187669898,15.717088356515417,6.7345578586368,12.7174888566432,15.3550420529184,15.717088356515417
11.669410315712003,6.645100892621627,5.4010755786506035,10.23925500048244,13.116511453296456,6.6523077700416,6.7794694273008,10.565548937424,13.116511453296456
5.146960229881954,4.53829225173468,6.461128355419143,8.844986565889547,9.838575553140123,6.719377979808,6.6891083110416,9.3283100296416,9.838575553140123
9.278974766538006,4.506068890495297,9.61334733108121,5.297666562806507,8.810715222759201,6.7721555288016,6.6130104230064,6.2868815002656,9.61334733108121
7.6523376367940354,4.145609766703274,8.533910144038638,12.988044357035756,8.447828860665188,10.1242159224624,7.4193363179568,6.3554125931568,12.988044357035756
10.14144294862496,4.166500230600994,8.684173043629292,9.209852890641063,6.562390939850255,7.1715464395488,6.703639939008,6.5407145498208,10.14144294862496
5.226462784056357,4.600761461961843,4.850740723398738,8.47583103409723,8.789786750687215,7.9325990289936,6.6971684301408,6.7348199669472,8.789786750687215
9.599933063762874,4.139888731127198,8.712088046747937,13.765420395356529,10.001402023770957,6.7304872043712,10.251196764912,7.3742860539648,13.765420395356529
7.593302486412249,4.068925593971676,10.316630577232484,9.680227697248212,12.593031592409915,6.7437028855152,6.9487723039248,9.744082022304,12.593031592409915
7.293738517752594,8.753084043160747,9.63933059546704,14.136107741373149,14.910013383582388,8.4792730345776,6.7387598067312,9.5392849771728,14.910013383582388
11.114304574761492,7.847455282069238,9.369278935077766,8.749154051080536,9.6520316980393,8.6366016446976,6.6641470624656,8.8729223781744,11.114304574761492
14.921214514241738,6.465936458530919,9.170328794035743,8.679293005016754,9.154006717742947,6.7418932899168,6.679176375816,12.397792287672,14.921214514241738
6.943208543473129,5.876681199531808,8.694393673915423,7.755529893326096,7.9271035144951565,6.1559593137648,5.7184339554432,6.4843859021616,8.694393673915423
11.061238031558783,8.105080930071384,7.825673360093094,8.231958841672576,7.657207052196809,6.1185002695488,5.8787657672256,6.5041186080816,11.061238031558783
7.150564201906228,7.882169904936576,7.516159526264952,7.976196247050434,7.742113171999924,6.141990117744,5.458803989904,6.5160999102672,7.976196247050434
7.986221036475223,7.058127416349906,7.902967820289344,8.250641337694287,8.35424713955123,6.1757867885184,5.1303998267568,6.381549163224,8.35424713955123
6.899080514641546,6.437152204901525,7.49296479192201,7.905569414755316,7.124452301383829,6.1907914880208,5.1518158896672,6.7148641501344,7.905569414755316
6.520483120526332,5.615974338631463,7.44803493196004,7.554904765790241,7.2287080027518895,6.0564058319376,5.5324209597408,6.6723135398784,7.554904765790241
